Player Name,Period Name,Period Number,Date,Position Name,Meta Energy (KJ/kg),Total Player Load,Total Distance,Equivalent Distance,AVG MP,Player Load Per Minute,Meterage Per Minute,Equivalent Distance /min,Time Acceleration /minute,Time Deceleration /minute,HSR time/ minute,HSR dist/min,V b4 per minute,HI MP duration >26watt / min,HI MP Distance > 26w/min,HI MP time/min < HSR,HI MP distance/min < HSR,High COD / minute,Active rest/minute,MP Aerobic Running / minute,Total Duration,Acceleration B2-3 Duration (Gen 2),Deceleration B2-3 Duration (Gen 2),Acceleration B2-3 Distance (Gen 2),Deceleration B2-3 Distance (Gen 2),Velocity Band 1 Total Duration,Velocity Band 2 Total Duration,Velocity Band 3 Total Duration,Velocity Band 4 Total Duration,Velocity Band 5 Total Duration,Velocity Band 6 Total Duration,Velocity Band 1 Total Distance,Velocity Band 2 Total Distance,Velocity Band 3 Total Distance,Velocity Band 4 Total Distance,Velocity Band 5 Total Distance,Velocity Band 6 Total Distance,HSR  duration,HSR distance,HI MP Time > 26 watt,HI MP distance > 26w,HI MP  Duration < HSR,HI MP distance < HSR,Tot CoD,Tot Hi CoD,Metabolic Power Band 1 Total Duration,Metabolic Power Band 1 Total Distance,Acceleration B2-3 Total Efforts (Gen 2),Deceleration B2-3 Total Efforts (Gen 2),Velocity Band 6 Total Effort Count,Passive rest/ Minute,Maximum Velocity,Max Acceleration,Max Deceleration,Average Velocity,Velocity Band 6 Avg Effort Duration,Velocity Band 6 Avg Effort Distance,Average Player Load,AVG PL/ minute,Explosive Efforts,Active/Passive Ratio,Max Vel (kh/p),% True Max Vel,Duration (mins),% of Dist,% of HSR,% of Player Load,% of Sprint Dist,% of Exp EFFS,% of Volume,% of Intensity
Logan Oliver,Rondos 4v2,2,44418,Midfielder,4.2,129.2,893.3,1008.2,4.1,7.7,53,59.8,0.1,0,0,0,0,0,1.7,0.5,1.7,0.4,12.9,3.7,0.011701389,1.15741E-05,3.47222E-05,4.6,3.6,0.0021875,0.008611111,0.00087963,0,0,0,5.6,711.1,176.6,0,0,0,0,0,7.8,28.9,8.10185E-05,28.9,377.4,21.4,0.008275463,360.4,10,16,0,42.5,4,2.7,-4.7,0.9,0,0,129.2,7.7,14,0.303529412,14.4,47.61904762,16.85,8.750202817,0,11.07985959,0,47.55563083,13.47713865,71.98471682
Alex Perez,Rondos 4v2,2,44418,Midfielder,5.2,176.4,1082.6,1224.3,5.1,10.5,64.3,72.7,0.2,0,0,0,0,0,2.1,0.6,2.1,0.5,12.9,7.1,0.011701389,3.47222E-05,3.47222E-05,12,2.4,0.001724537,0.0078125,0.002152778,0,0,0,4.3,623.9,454.4,0,0,0,0,0,10,35.1,0.000115741,35.1,779.8,28.5,0.007453704,324.1,10,13,0,38.2,4,3,-3.7,1.1,0,0,176.4,10.5,11,0.337696335,14.4,51.28205128,16.85,10.01499543,0,16.76294192,0,32.61309742,11.87820696,63.44442884
Matthew Routzahn,Rondos 4v2,2,44418,Midfielder,4.9,172.8,1006.3,1138.8,4.9,10.3,59.7,67.6,0.4,0,0,0,0,0,1.1,0.3,1.1,0.2,12.2,7.4,0.011701389,8.10185E-05,3.47222E-05,7.3,2.1,0.002777778,0.006724537,0.002175926,0,0,0,3.4,572.7,430.2,0,0,0,0,0,5.5,18.1,5.78704E-05,18.1,537.7,14.2,0.007604167,286.2,8,9,0,39,3.5,2.9,-3.3,1,0,0,172.8,10.3,7,0.312820513,12.6,43.75,16.85,11.45232569,0,17.05814026,0,28.37226971,11.37654713,60.76494017
Devon Stopek,Rondos 4v2,2,44418,Center Back,4.6,171.5,932.8,1056.8,4.5,10.2,55.4,62.7,0.5,0,0,0,0,0,2,0.6,2,0.3,13.6,4.2,0.011701389,9.25926E-05,4.62963E-05,25,2.5,0.001585648,0.009039352,0.001053241,0,0,0,4.6,713.5,213.6,1.2,0,0,0,0,10,34.5,0.000115741,34.5,559.1,17.8,0.008009259,360.5,13,10,0,41.1,4.4,3.3,-3.3,0.9,0,0,171.5,10.2,8,0.330900243,15.84,51.76470588,16.85,9.634601171,0,18.42191744,0,29.06220323,11.42374437,61.01703224
CJ Olney,Rondos 4v2,2,44418,Midfielder,4.8,161,989.5,1106.5,4.7,9.6,58.7,65.7,0.2,0,0,0,0,0,0.8,0.3,0.8,0.3,11.8,6.1,0.011701389,3.47222E-05,1.15741E-05,8.5,1.3,0.000960648,0.009247685,0.001469907,0,0,0,3.7,698.9,286.8,0,0,0,0,0,4.3,13.6,4.62963E-05,13.6,495,17.8,0.008009259,395.6,4,6,0,41.1,3.9,2.5,-3.4,1,0,0,161,9.6,9,0.287104623,14.04,45.24624398,16.85,9.379104498,0,16.58150752,0,33.04142012,11.80040643,63.02887706
Gavin Wetzel,Rondos 4v2,2,44418,Center Back,5,170.2,1001.9,1151.8,4.9,10.1,59.5,68.4,0.1,0,0,0,0,0,1.7,0.5,1.7,0.2,15.6,5.8,0.011701389,2.31481E-05,5.78704E-05,7,4.9,0.002199074,0.007905093,0.001574074,0,0,0,3.5,688.3,310.1,0,0,0,0,0,8.2,27.8,9.25926E-05,27.8,630.3,10.7,0.007233796,282.7,10,15,0,37.1,3.7,2.6,-3.4,1,0,0,170.2,10.1,9,0.420485175,13.32,40.65934066,16.85,10.9569314,0,18.74326922,0,44.08433735,14.75690759,78.82027795
Dominic Wilson,Rondos 4v2,2,44418,Forward,4.8,147,997.3,1118.6,4.8,8.7,59.2,66.4,0.2,0,0,0,0,0,2.6,0.7,2.6,0.4,13.3,5.4,0.011701389,4.62963E-05,4.62963E-05,13.8,4.8,0.001655093,0.008518519,0.00150463,0,0,0,3.2,667.4,325.3,1.4,0,0,0,0,11.4,43.5,0.000127315,43.5,573.3,24.9,0.007800926,349.3,14,11,0,40,4.7,3.4,-3.8,1,0,0,147,8.7,14,0.3325,16.92,54.02298851,16.85,10.36550733,0,14.41125599,0,48.41781996,14.63891666,78.19005929
Jack Andrus,Hunting Rondos,3,44418,Fullback,1.6,46.6,306.8,382.9,4.6,7.8,51.6,64.4,1.4,0.1,0,0,0.3,1.15741E-05,6.5,1.7,6.5,0.2,9.2,4.2,0.004131944,9.25926E-05,4.62963E-05,29.4,4.3,0.001168981,0.002430556,0.000497685,1.15741E-05,0,0,1.7,190.6,108,6.5,0,0,0,0,10.4,38.9,0.000115741,38.9,332.8,10.1,0.003020833,107.8,12,12,0,44,4.7,3,-4,0.9,0,0,46.6,7.8,5,0.209090909,16.92,59.49367089,5.95,3.0897843,0,4.308569895,0,10.42140152,3.563951142,53.90850467
Henry Bernstein,Hunting Rondos,3,44418,Midfielder,4,112,780.1,922.6,5,8.5,59.1,69.9,2.2,0.1,0,0,0.2,1.15741E-05,5,1.4,5,0.6,10.1,4.4,0.009155093,0.000335648,0.000115741,38,6.8,0.001319444,0.006550926,0.00125,2.31481E-05,0,0,5.2,486.5,277.9,10.3,0,0,0,0,18,65.5,0.000208333,65.5,441.2,36.4,0.006539352,303.6,20,19,0,42.9,4.9,3,-4.1,1,0,0,112,8.5,16,0.235431235,17.64,63.63636364,13.18333333,7.688147237,0,9.511760654,0,22.52402233,7.944786045,54.23747742
Jack Brown,Hunting Rondos,3,44418,Midfielder,4.7,142.6,974.8,1127.2,6,10.9,74.3,86,1.3,0.2,0,0,0.1,1.15741E-05,5.8,1.5,5.8,0.5,16.3,4.9,0.009097222,0.000185185,0.000219907,34.5,5.5,0.000821759,0.006736111,0.00150463,1.15741E-05,0,0,1.8,627.3,340,5.4,0,0,0,0,20.1,76.3,0.000231481,76.3,755.1,32,0.005393519,330.5,15,17,0,35.6,4.5,3.4,-4,1.2,0,0,142.6,10.9,9,0.457865169,16.2,54.21686747,13.1,8.897678345,0,11.94487093,0,16.81989708,7.532489271,51.74992629
Devon Decorte,Hunting Rondos,3,44418,Forward,5.1,132.5,1006.5,1176.7,6.4,10,76.3,89.2,1.5,0,0,0,0.2,1.15741E-05,7.3,2,7.3,0.8,14.3,7.5,0.009155093,0.000219907,0.000289352,24.9,6.3,0.001215278,0.005590278,0.002303241,2.31481E-05,0,0,2.5,485.8,507.4,10,0,0,0,0,26,95.8,0.000300926,95.8,600.4,50,0.00525463,258.7,23,19,0,34.5,4.9,3.2,-4.3,1.3,0,0,132.5,10,16,0.414492754,17.64,61.25,13.18333333,8.63504872,0,11.23234845,0,17.77777778,7.529034989,51.39922748
Jaden Francis,Hunting Rondos,3,44418,Forward,4.1,132.2,806.9,986.8,5.1,9.9,60.4,73.9,1.6,0.1,0,0,0.2,1.15741E-05,7.3,1.9,7.3,1,10.8,4.2,0.009270833,0.000231481,0.000104167,66.6,9.7,0.001759259,0.006215278,0.00125,2.31481E-05,0,0,8.6,496.4,290.9,12.3,0,0,0,0,25.2,97.8,0.000289352,97.8,611.1,58.4,0.006516204,289.8,24,22,0,42.2,4.7,3.3,-3.8,1,0,0,132.2,9.9,21,0.255924171,16.92,54.65116279,13.35,8.181492818,0,14.68888889,0,23.33333333,9.240743008,62.29714387
Antonio Horrozoglou,Hunting Rondos,3,44418,ATT Midfielder,3.9,111,788.2,912.2,5,8.4,59.7,69.2,0.3,0,0,0,0,0,3.1,0.9,3.1,1,12.7,4.8,0.009155093,4.62963E-05,4.62963E-05,14.2,4,0.001412037,0.006446759,0.001273148,0,0,0,5.3,507.8,274.6,0,0,0,0,0,11.6,41.3,0.000127315,41.3,514,59.1,0.006134259,271.5,13,22,0,40.2,4.1,2.8,-3.4,1,0,0,111,8.4,18,0.315920398,14.76,51.89873418,13.18333333,7.601988612,0,9.095600131,0,46.27887324,12.5952924,85.98556124
Daniel Krueger,Hunting Rondos,3,44418,Center Back,4.2,119.2,851,987.7,5.3,9,64.5,74.9,0.7,0,0,0,0.1,1.15741E-05,5.1,1.4,5.1,0.3,11.5,5,0.009155093,0.000104167,3.47222E-05,30.2,4.9,0.001354167,0.006342593,0.001412037,1.15741E-05,0,0,5.2,513.5,324.2,7.6,0,0,0,0,17.9,67.8,0.000196759,67.8,645.9,18.2,0.006215278,318.7,9,9,0,40.7,4.5,2.6,-3.1,1.1,0,0,119.2,9,15,0.282555283,16.2,52.3255814,13.18333333,9.639194909,0,12.98327008,0,49.29731638,14.38395627,98.19641451
Luke Martelli,Hunting Rondos,3,44418,Fullback,4.2,115.3,821.2,984.4,5.3,8.6,61.5,73.7,0.8,0.2,0,0,0.2,1.15741E-05,6,1.6,6,0.4,12,5,0.009270833,0.000115741,8.10185E-05,39.9,6.1,0.001944444,0.005810185,0.001469907,3.47222E-05,0,0,5.7,468.9,333,13.5,0,0,0,0,21,79.5,0.000243056,79.5,364,27,0.006180556,257.1,23,24,0,40,5,3.3,-3.9,1,0,0,115.3,8.6,15,0.3,18,56.81818182,13.35,7.491566649,0,10.26543524,0,47.41771593,13.03494356,87.87602403
Gabriel Oksanen,Hunting Rondos,3,44418,Fullback,3.9,117,763,902.3,4.9,8.9,57.8,68.4,0.6,0,0,0,0.1,1.15741E-05,4.3,1.1,4.3,0.6,11.1,5.1,0.009155093,9.25926E-05,0.000115741,29.7,4.4,0.002175926,0.005590278,0.001354167,1.15741E-05,0,0,4.3,456.3,298,5,0,0,0,0,14.9,56.4,0.000162037,56.4,586.7,36.4,0.006296296,249.5,16,23,0,41.3,4.5,2.9,-3.8,1,0,0,117,8.9,15,0.268765133,16.2,56.96202532,13.18333333,7.969389985,0,11.13803453,0,39.75743349,11.7729716,80.37174039
Logan Oliver,Hunting Rondos,3,44418,Midfielder,4.1,111.7,850.2,994.4,5.2,8.4,63.7,74.5,0.9,0.1,0,0,0,1.15741E-05,5.1,1.4,5.1,0.2,14.5,3.9,0.009270833,0.000138889,9.25926E-05,39.8,5.1,0.001423611,0.0065625,0.001261574,0,0,0,4.3,562.4,280.5,2.8,0,0,0,0,18.4,68.7,0.000208333,68.7,440.4,13.5,0.006030093,294.2,17,17,0,39.1,4.5,3.3,-3.8,1.1,0,0,111.7,8.4,8,0.37084399,16.2,53.57142857,13.35,8.328022428,0,9.579104615,0,27.17464619,9.016354647,60.78441335
Alex Perez,Hunting Rondos,3,44418,Midfielder,3.9,113.3,798.1,925.5,4.9,8.6,60.5,70.2,0.8,0.1,0,0,0.2,1.15741E-05,4.7,1.2,4.7,0.6,13.3,5.3,0.009155093,0.000115741,0.000138889,38.5,5.2,0.001793981,0.005983796,0.001331019,2.31481E-05,0,0,4.7,489.1,295.6,8.7,0,0,0,0,15.9,61.5,0.000173611,61.5,550.3,36.4,0.00599537,235,17,14,0,39.3,4.9,3.2,-4.2,1,0,0,113.3,8.6,11,0.338422392,17.64,62.82051282,13.18333333,7.383121979,0,10.76667415,0,32.61309742,10.15257871,69.30963974
Matthew Routzahn,Hunting Rondos,3,44418,Midfielder,3.5,100.6,670.9,802.7,4.3,7.5,50.2,60.1,1.5,0.1,0,0,0.2,1.15741E-05,5,1.3,5,0.4,9.2,4.2,0.009270833,0.000231481,6.94444E-05,45.9,4.9,0.002974537,0.005162037,0.001087963,2.31481E-05,0,0,4.6,415,241.3,10,0,0,0,0,17.8,66.3,0.000196759,66.3,350.5,27,0.006851852,229.8,21,16,0,44.3,4.9,3.3,-4.1,0.8,0,0,100.6,7.5,8,0.207674944,17.64,61.25,13.35,7.635263147,0,9.930838601,0,32.42545109,9.998310568,67.40434091
Devon Stopek,Hunting Rondos,3,44418,Center Back,3.1,84.9,619.3,714,3.9,6.4,46.9,54.1,0.6,0.1,0,0,0.2,0,3.2,0.8,3.2,0.2,10.5,3.2,0.009155093,9.25926E-05,2.31481E-05,30,2.6,0.002731481,0.005613426,0.000763889,2.31481E-05,0,0,5.3,443.5,160.1,9.9,0,0,0,0,11.2,42,0.000127315,42,382.1,9.1,0.006863426,247.6,10,6,0,45,5.2,3.5,-4.8,0.8,0,0,84.9,6.4,8,0.233333333,18.72,61.17647059,13.18333333,6.396557145,0,9.119654758,0,29.06220323,8.915683026,60.86559841
CJ Olney,Hunting Rondos,3,44418,Midfielder,4.3,105.6,843.3,984.1,5.4,8,63.9,74.6,0.9,0,0,0,0.1,1.15741E-05,5.6,1.5,5.6,0.7,11.8,5.4,0.009155093,0.000138889,4.62963E-05,41.4,4.6,0.001053241,0.0065625,0.001516204,1.15741E-05,0,0,2.5,489.3,346.3,5.5,0,0,0,0,20,74.3,0.000231481,74.3,386.6,40.9,0.006122685,289.9,19,15,0,40.2,4.7,3.5,-3.7,1.1,0,0,105.6,8,12,0.293532338,16.92,54.5275248,13.18333333,7.993328775,0,10.87582108,0,44.05522682,12.58487534,85.91444603
Gavin Wetzel,Hunting Rondos,3,44418,Center Back,3.8,97.6,736.9,886.7,4.8,7.4,55.9,67.2,0.8,0,0,0,0,1.15741E-05,6.4,1.7,6.4,0.2,11.6,4.2,0.009155093,0.000115741,8.10185E-05,35.2,8.1,0.002928241,0.004803241,0.001388889,0,0,0,4,402,330.4,0.4,0,0,0,0,22.8,84.6,0.00025463,84.6,441.2,13.6,0.006273148,199.7,22,27,0,41.1,4.2,3.4,-3.7,0.9,0,0,97.6,7.4,9,0.282238443,15.12,46.15384615,13.18333333,8.058850933,0,10.74819669,0,44.08433735,12.57827699,85.86940046
Dominic Wilson,Hunting Rondos,3,44418,Forward,3.9,101.7,775.3,912.8,5,7.7,58.8,69.2,0.9,0.1,0,0,0.4,1.15741E-05,6.9,1.8,6.9,0.5,8.3,4.3,0.009155093,0.000138889,0.000127315,46,5.5,0.001539352,0.006226852,0.00130787,5.78704E-05,0,0,4.8,445.3,302.5,22.6,0,0,0,0,23.4,91.1,0.000266204,91.1,432.1,27.3,0.006828704,310,21,14,0,44.8,5.2,3.5,-4.5,1,0,0,101.7,7.7,10,0.185267857,18.72,59.77011494,13.18333333,8.058134797,0,9.970236289,0,34.58415711,10.52250564,71.83505746
Henry Bernstein,Breakout Rondos,4,44418,Midfielder,3.9,101,768.9,895,5.8,9,68.4,79.7,0.7,0.1,0,0,0.7,1.15741E-05,6,1.5,6,0.4,12.4,7.4,0.007800926,8.10185E-05,5.78704E-05,28,5.1,0.001412037,0.004803241,0.001481481,8.10185E-05,0,0,2.3,387,345.2,34.4,0,0,0,0,16.6,67.3,0.000185185,67.3,341.8,26.7,0.004872685,202.6,16,17,0,37.5,5.2,3,-4.4,1.1,0,0,101,9,9,0.330666667,18.72,67.53246753,11.23333333,7.577767479,0,8.577569875,0,12.66976256,5.765019983,46.1885874
Jack Brown,Breakout Rondos,4,44418,Midfielder,4.5,121,949.2,1069.8,6.7,10.8,84.5,95.2,1.8,0,0.1,0.4,1.3,1.15741E-05,8,1.8,7.6,0.4,18.5,6.6,0.007800926,0.000231481,0.000208333,7.6,6.6,0.000787037,0.005289352,0.001527778,0.000162037,0,0,1.8,505.7,369.3,67.9,4.5,0,0.9,4.5,21.5,89.7,0.000231481,85.3,747.8,26.7,0.0040625,248.4,8,16,0,31.3,5.9,3.1,-3.5,1.4,0,0,121,10.8,9,0.591054313,21.24,71.08433735,11.23333333,8.66400932,1.829484438,10.13554967,0,16.81989708,7.489788102,60.00720437
Devon Decorte,Breakout Rondos,4,44418,Forward,4.9,120.4,1006.7,1129.7,7.2,10.7,89.6,100.6,0.3,0,0.2,1.5,0.9,1.15741E-05,7.5,1.5,6,0.6,16.3,10.7,0.007800926,3.47222E-05,4.62963E-05,10.5,6.7,0.000960648,0.004479167,0.002199074,0.000104167,2.31481E-05,0,1.3,418.4,525,45.5,16.5,0,2.7,16.5,19.4,84.1,0.000185185,67.6,523.4,37.4,0.003796296,190,8,16,0,29.3,6.8,2.9,-4,1.5,0,0,120.4,10.7,8,0.556313993,24.48,85,11.23333333,8.636764577,3.11784338,10.20660191,0,8.888888889,6.170019751,49.43339266
Jaden Francis,Breakout Rondos,4,44418,Forward,4.2,118,814.3,1000.2,6.2,10.5,72.5,89,1.1,0.2,0.1,0.3,1.1,2.31481E-05,10.3,2.4,10,0.4,15.8,5.8,0.007800926,0.000138889,0.000115741,53.3,14.7,0.001828704,0.004386574,0.001400463,0.000138889,0,0,3.2,415.3,337.9,54.1,3.8,0,0.7,3.8,27.3,115.7,0.000300926,111.9,619.6,26.7,0.004490741,174.3,19,17,0,34.6,6.2,3.3,-4.5,1.2,0,0,118,10.5,9,0.456647399,22.32,72.09302326,11.23333333,8.256524478,0.837024097,13.11111111,0,10,6.440931937,51.60390573
Antonio Horrozoglou,Breakout Rondos,4,44418,ATT Midfielder,3.8,103.1,768.7,893.5,5.7,9.2,68.4,79.5,0.2,0.1,0,0,0.9,1.15741E-05,6.5,1.5,6.5,0.7,12.7,6.5,0.007800926,2.31481E-05,6.94444E-05,8.6,7.5,0.001319444,0.004976852,0.001377315,0.000104167,0,0,3.2,399.5,320,46,0,0,0,0,17.3,73,0.000196759,73,534.1,42.7,0.004884259,208.7,8,15,0,37.6,5.4,2.7,-3.5,1.1,0,0,103.1,9.2,18,0.337765957,19.44,68.35443038,11.23333333,7.413916069,0,8.448255617,0,46.27887324,12.42820899,99.57318772
Daniel Krueger,Breakout Rondos,4,44418,Center Back,4,100,840.3,936.5,6,8.9,74.8,83.4,0.3,0,0.2,1,1.3,1.15741E-05,6.8,1.4,5.9,0.2,14.6,6.1,0.007800926,3.47222E-05,2.31481E-05,13.6,3.7,0.001180556,0.00505787,0.001354167,0.000162037,1.15741E-05,0,2.3,427.3,330.8,69,10.9,0,1.8,10.9,17.7,76.8,0.000173611,65.9,475.4,10.7,0.0046875,234.3,6,13,0,36.1,6,2.7,-3.4,1.2,0,0,100,8.9,5,0.404432133,21.6,69.76744186,11.23333333,9.517997041,4.404401771,10.8920051,0,16.43243879,8.249368541,66.09286368
Luke Martelli,Breakout Rondos,4,44418,Fullback,4.7,118.4,878.1,1079.9,6.9,10.5,78.2,96.1,0.9,0.2,0,0.2,1.4,3.47222E-05,12.6,3,12.4,0.5,13.1,8,0.007800926,0.000115741,9.25926E-05,41.5,10.8,0.001770833,0.003958333,0.001875,0.000173611,0,0,3,355.8,444.6,72.4,2.2,0,0.4,2.2,34.1,141.2,0.000381944,139.1,400.6,32,0.004386574,165.5,24,31,0,33.8,5.7,3.4,-5.4,1.3,0,0,118.4,10.5,10,0.387573964,20.52,64.77272727,11.23333333,8.010648654,0.328546214,10.54143567,0,31.61181062,10.09848823,80.90776921
Gabriel Oksanen,Breakout Rondos,4,44418,Fullback,3.9,117.5,796.2,916,5.8,10.5,70.9,81.5,0.3,0.1,0,0,1.2,1.15741E-05,5.6,1.3,5.6,0.4,12.3,8.5,0.007800926,3.47222E-05,6.94444E-05,10.7,8,0.001886574,0.004108796,0.001643519,0.000150463,0,0,3.7,351.1,381.6,59.8,0,0,0,0,14.7,62.8,0.000162037,62.8,432.6,26.7,0.0046875,169,6,15,0,36.1,5.3,3,-3.8,1.2,0,0,117.5,10.5,10,0.340720222,19.08,67.08860759,11.23333333,8.316157675,0,11.18563297,0,26.50495566,9.201349261,73.72000892
Logan Oliver,Breakout Rondos,4,44418,Midfielder,4.2,98.1,857.2,980.4,6.2,8.7,76.3,87.3,0.5,0.1,0,0,0.8,1.15741E-05,6.7,1.7,6.7,0.4,17.6,7.2,0.007800926,5.78704E-05,5.78704E-05,19.5,6.8,0.001157407,0.005034722,0.001469907,0.000104167,0,0,2.8,468.7,342.9,42.6,0,0,0,0,18.7,75.8,0.000208333,75.8,283.1,26.7,0.004212963,201.4,11,16,0,32.4,5.5,2.8,-3.5,1.3,0,0,98.1,8.7,8,0.543209877,19.8,65.47619048,11.23333333,8.396590009,0,8.412803606,0,27.17464619,8.796807961,70.47887684
Alex Perez,Breakout Rondos,4,44418,Midfielder,4.1,109.1,839.3,968.2,6.1,9.7,74.7,86.2,0.5,0,0,0,1.1,1.15741E-05,8.3,2,8.3,0.5,13.7,7.1,0.007800926,6.94444E-05,0.000138889,23.1,4.4,0.001284722,0.004710648,0.001643519,0.000138889,0,0,3.6,394.1,386.9,54.6,0,0,0,0,22.4,93.1,0.00025463,93.1,598.2,32,0.00462963,200.8,11,11,0,35.6,5,3.3,-4,1.2,0,0,109.1,9.7,9,0.384831461,18,64.1025641,11.23333333,7.764257959,0,10.36755648,0,26.68344334,8.963051558,71.81079883
Matthew Routzahn,Breakout Rondos,4,44418,Midfielder,3.4,88.6,689.7,796.2,5.1,7.9,61.4,70.9,0.4,0.1,0,0,0.5,1.15741E-05,5.3,1.4,5.3,0.2,11.8,5.4,0.007800926,4.62963E-05,4.62963E-05,16.3,4.1,0.001875,0.004664352,0.001180556,5.78704E-05,0,0,3,391.6,271.5,23.1,0,0,0,0,15.2,59.3,0.000173611,59.3,336.5,10.7,0.005219907,215.2,9,12,0,40.2,4.7,3,-3.4,1,0,0,88.6,7.9,4,0.293532338,16.92,58.75,11.23333333,7.849218948,0,8.746245527,0,16.21272555,6.561638004,52.57098698
Devon Stopek,Breakout Rondos,4,44418,Center Back,4,101.4,763,939.2,6,9,67.9,83.6,0.6,0.2,0.5,2.8,1.6,2.31481E-05,12.9,2.3,10.1,0.5,13.8,4.8,0.007800926,8.10185E-05,0.000115741,31.8,15.8,0.002037037,0.004409722,0.001076389,0.000196759,5.78704E-05,0,4,384.7,261.7,81.4,29.7,1.3,5.2,31,31.5,144.8,0.000300926,113.8,566.2,32,0.004861111,172.2,14,17,1,37.4,7,3.5,-5.3,1.1,0.2,1.3,101.4,9,8,0.368983957,25.2,82.35294118,11.23333333,7.880789766,8.008457439,10.89202582,1.483990033,29.06220323,11.46549326,91.86003501
CJ Olney,Breakout Rondos,4,44418,Midfielder,3.8,81.7,771.5,882.5,5.7,7.3,68.7,78.6,0.4,0.1,0.1,0.6,1.1,1.15741E-05,6.8,1.4,6.2,0.2,15,6.1,0.007800926,5.78704E-05,5.78704E-05,21.7,7.4,0.001226852,0.005185185,0.001203704,0.000138889,1.15741E-05,0,2.8,420.6,281,60.1,6.9,0,1.2,6.9,17.1,76.8,0.000173611,69.9,240.4,10.7,0.004722222,205.1,7,12,0,36.3,6,3.5,-3.7,1.1,0,0,81.7,7.3,2,0.41322314,21.6,69.60960613,11.23333333,7.312763133,1.36769175,8.414342634,0,7.342537804,4.887467064,39.15774799
Gavin Wetzel,Breakout Rondos,4,44418,Center Back,3.9,96.9,770.9,913,5.8,8.6,68.6,81.3,0.6,0.1,0,0.3,1.1,1.15741E-05,8.2,1.9,8,0.2,15,6.4,0.007800926,6.94444E-05,9.25926E-05,23.3,9,0.00212963,0.004027778,0.001458333,0.000138889,0,0,1.8,378.5,328.7,58.9,2.8,0,0.5,2.8,21.9,92.6,0.000243056,89.8,438,10.7,0.004548611,153.4,11,18,0,35,5.9,2.9,-4.4,1.1,0,0,96.9,8.6,5,0.428571429,21.24,64.83516484,11.23333333,8.430680125,1.225256905,10.67110921,0,24.49129853,8.963668953,71.81574532
Dominic Wilson,Breakout Rondos,4,44418,Forward,4.3,103.6,858.8,997.9,6.3,9.2,76.5,88.8,0.6,0.1,0.1,0.6,1.5,2.31481E-05,10.3,2.4,9.7,0.6,10.9,6.5,0.007800926,6.94444E-05,5.78704E-05,19.4,7.2,0.001018519,0.005046296,0.00150463,0.000196759,1.15741E-05,0,3.3,399.8,369.3,79.5,7,0,1.2,7,27.8,115.8,0.000300926,108.8,341.8,37.4,0.004976852,255.2,15,18,0,38.3,6.1,3.1,-3.5,1.3,0,0,103.6,9.2,8,0.2845953,21.96,70.11494253,11.23333333,8.925997889,1.88526714,10.15650422,0,27.66732569,9.727018988,77.93160614
Henry Bernstein,7v7+3,5,44418,Midfielder,6,147.8,1235.1,1391,5,7.4,61.8,69.5,1.7,0.1,0.1,0.5,0.6,1.15741E-05,4.5,1,4,0.3,11.9,7,0.013888889,0.000381944,5.78704E-05,16,5.1,0.004247685,0.00681713,0.002638889,0.000127315,1.15741E-05,0,6.6,561.9,602.3,53.4,10.9,0,1.8,10.9,21.9,90.8,0.000231481,79.9,213,18,0.008993056,284.3,13,17,0,38.9,6.4,3.1,-5.7,1,0,0,147.8,7.4,15,0.305912596,23.04,83.11688312,20,12.1723249,6.290629211,12.55212701,0,21.11627094,10.42627041,46.91821685
Jack Brown,7v7+3,5,44418,Midfielder,7.2,184.8,1537.8,1705,6,9.2,76.9,85.3,0.2,0,0,0,0.8,0,3.7,0.9,3.7,0.5,13.5,9.5,0.013888889,3.47222E-05,4.62963E-05,12.3,5.7,0.003506944,0.006655093,0.003530093,0.000173611,0,0,3.7,626.7,836.7,70.6,0,0,0,0,18.9,75,0.000208333,75,609,27,0.007928241,313.6,12,16,0,34.3,5.1,3,-3.1,1.3,0,0,184.8,9.2,14,0.393586006,18.36,61.44578313,20,14.03657136,0,15.47974858,0,26.16428435,11.13612086,50.11254386
Devon Decorte,7v7+3,5,44418,Forward,8.1,176.7,1725.8,1862.5,6.7,8.8,86.3,93.1,0.2,0,0,0,0.4,0,3.4,0.9,3.4,0.1,11.9,13.1,0.013888889,3.47222E-05,3.47222E-05,10.4,3.1,0.003298611,0.005763889,0.004722222,9.25926E-05,0,0,3.7,488.9,1196.5,36.8,0,0,0,0,17.4,67.8,0.000196759,67.8,258,6,0.007361111,262.3,7,9,0,31.8,4.9,3.4,-3.7,1.4,0,0,176.7,8.8,5,0.374213836,17.64,61.25,20,14.80612725,0,14.97929034,0,5.555555556,7.068194631,31.80687584
Jaden Francis,7v7+3,5,44418,Forward,8.4,218,1742.7,1956.1,7,10.9,87.1,97.8,0.5,0,0,0,1.3,1.15741E-05,6.6,1.6,6.6,0,13.8,12.3,0.013888889,0.000104167,0.000428241,14.8,13.2,0.00369213,0.005335648,0.004548611,0.000289352,0,0,6.8,521.1,1099.8,114.9,0,0,0,0,32.1,131.8,0.00037037,131.8,234,0,0.006944444,228.1,15,25,0,30,5.4,3.1,-3.8,1.5,0,0,218,10.9,5,0.46,19.44,62.79069767,20,17.66995605,0,24.22222222,0,5.555555556,9.489546765,42.70296044
